file_name,transcription
TEDX_M_003_SPA_0017,como como fue tu proceso personal de decir me paro no me paro la gente baila que extraño no estabamos hablando de drogas
TEDX_M_003_SPA_0018,como le hago como le hago para lidiar con la presión social y la creencia de que todo mundo lo hace
TEDX_M_003_SPA_0019,y porque todo mundo lo hace lo tengo que hacer yo no di nunguna instrucción las personas se pararon a bailar al rededor de las personas que iniciaron el baile
TEDX_M_003_SPA_0020,esta es una minorí­a escandalosa un pequeño grupo de personas que hacen tanto ruido
TEDX_M_003_SPA_0021,que son capaces de crear le percepción de que eso es lo normal esa minoria escandalosa
TEDX_M_003_SPA_0022,la vemos recurrentemente en los programas que diseñamos en el instituto de prevención en colegios escuelas y organizaciones civiles
TEDX_M_003_SPA_0023,vemos como los niños traen creencias equivocadas respecto al consumo de alcohol y tabaco creen que todo mundo lo hace
TEDX_M_003_SPA_0024,y porque creen que todo mundo lo hace se sienten obligados presionados a hacerlo en el pasado hablabamos del pier pressure de la presión de grupo de unas personas hacia otras
TEDX_M_003_SPA_0025,hoy hablamos de un concepto que es inner pressure yo mismo me presiono a mí­ mismo porque quiero ser
TEDX_M_003_SPA_0026,normal quiero ser parte del grupo y hacer aquello que todo mundo que yo creo que todo mundo está haciendo
TEDX_M_003_SPA_0027,esta minorí­a escandalosa genera algo que llamamos lo contrario que es una mayorí­a silenciosa
TEDX_M_003_SPA_0028,una mayorí­a que se vive como el unico marciano el unico ñoño que hace fila paga inpuestos y no compra piraterí­a
TEDX_M_003_SPA_0029,o casi es decir tenemos esta parte del del de como hay una percepcion equivocada al rededor del consumo de sustancias
TEDX_M_003_SPA_0030,como traemos una tendencia en enfocarnos en el problema tenemos un enfoque patogenico que quiere decir
TEDX_M_003_SPA_0031,en la enfermedad o en el problema la propuesta que hoy traemos es un enfoque salutogénico
TEDX_M_003_SPA_0032,enfocarnos en la salud en las conductas adecuadas y en las conductas positivas creemos y en mi experiencia trabajando con miles de jovenes al rededor del mundo
TEDX_M_003_SPA_0033,hay un hay un pedazo de la población o hay un grupo de la población de jovenes que vive uno de los abusos
TEDX_M_003_SPA_0034,mas graves que puede haber en la historia del ser humano y este abuso lo denominamos la indiferencia y el abandono
TEDX_M_003_SPA_0035,hay un grupo de jovenes en el mundo y en este paí­s que se sienten indiferentes y abandonados
TEDX_M_003_SPA_0036,porque pareciera que a nadie le importa las decisiones que ellos estan tomando y ese grupo de jovenes
TEDX_M_003_SPA_0037,son los grujo los jovenes sanos positivos que toman buenas decisiones que tienen grandes ideas
TEDX_M_003_SPA_0038,que nos van a llenar de ideas la cabeza toda esta tarde con todos mis compañeros que están aqui al frente que son grupos de jovenes creativos propositivos
TEDX_M_003_SPA_0039,que les cuesta tres veces mas hacer lo correcto y que pareciera que a nadie le importa como puedo sumarme yo a esa a esa idea o a esa propuesta
TEDX_M_003_SPA_0040,reconociendo las conductas positivas estoy afirmando y mandando el mensaje que lo normal es pagar impuestos
TEDX_M_003_SPA_0041,lo normal es no beber lo normal es tener un sueño e ir por el hoy quiero dejarles esta relfexión en su corazón
TEDX_M_003_SPA_0042,ustedes pueden cambiar al mundo creyendo lo que traen en su corazón respecto al mundo creer es crear los invito a que se sumen a esta ola de prevención y disfrutar a todos mis compañeros esta noche gracias
TEDX_M_004_SPA_0001,pues si problemas méxico tiene problemas algunos muy graves y pues basta oreguntarnos a nosotros
TEDX_M_004_SPA_0002,quien no se ve afectado por ellos no o a quien no se le ha ocurrido una idea sobre como solucionarlos me encanto hace rato que hicimos la dinámica como en veinte minutos
TEDX_M_004_SPA_0003,salieron un montón de ideas en las dos mesas en las que yo estuve e bueno salian ideas super diferentes sobre como resolverlos
TEDX_M_004_SPA_0004,lo que pasa es que al estar enfrentadonos a estos problemas todo el tiempo pues nos volvemos de alguna manera expertos en eso
TEDX_M_004_SPA_0005,cuando enfrentamos un reto muy grande no podemos darnos el lujo de desperdiciar todas estas ideas y les voy a dar un ejemplo
TEDX_M_004_SPA_0006,tamos en la nasa a meses del lanzamiento del atlantis millones y millones de dolares invertidos en esta misión
TEDX_M_004_SPA_0007,y llevan semanas los cientificos mas inteligentes del mundo tratando de reducir el peso del cohete por seiscientos kilos
TEDX_M_004_SPA_0008,esta demasiado pesado y no puede volar despues de mucha frustración y de que traten de mejorar todos sus diseños que ya son perfectos son los expertos en el tema son las personas mas inteligentes
TEDX_M_004_SPA_0009,sin hacer algo que nunca habí­an hecho antes y citan a todo el edificio al auditorio desde el guardia de seguridad de la noche hasta el director general todos estaban ahí­
TEDX_M_004_SPA_0010,les plantean el problema y les dicen miren tenemos seiscientos kilos de más despues de unas horas y algunas ya rebotadas alguien al final levanta la mano
TEDX_M_004_SPA_0011,y dice no lo pinten era la persona de mantenimiento que tiene que cargar latas de pintura todos los dí­as
TEDX_M_004_SPA_0012,y que sabe que se necesitan muchí­simas para pintar el cohete eso que ven color cobre atras pues no lo pintaron la misión fue un exito
TEDX_M_004_SPA_0013,y desde ahí­ la nasa agarra sus problemas mas difí­ciles los que ni sus mejores ingenieros pueden solucionar y los sube a internet y ofrece premios para solucionarlos
TEDX_M_004_SPA_0014,este metodo se le llama como crowd sourcing que básicamente es dar una acción a que la haga una multitud y hoy en dí­a se usa en todo desde hacer las mejores predicciones
TEDX_M_004_SPA_0015,hasta la empresa de playeras mas exitosa hoy en dí­a que no tiene ni un diseñador todos los diseños se los mandan los demás
TEDX_M_004_SPA_0016,tonces si es tan bueno este modelo si si funciona tan bien porque no aplicarlo a los modelos que mas nos afectan
TEDX_M_004_SPA_0017,porque no aplicarlo a tematicas sociales no y pus si nos ponemos a pensar no es tan descabellado al final de cuentas
TEDX_M_004_SPA_0018,las personas afectadas por los problemas tenemos conocimiento de esté no nos enfrentamo a ellos todos los dí­as
TEDX_M_004_SPA_0019,sabemos que se puede hacer para mejorar que parte del programa que puso el gobierno no está funcionando cual podrí­a ser mejor y tenemos interés ya que si se resuelve
TEDX_M_004_SPA_0020,pues podriamos mejorar nuestra calidad de vida directamente tonces nos hicimos está pregunta hace u
TEDX_M_004_SPA_0021,poco mas de un año unos amigos y yo por qué no aplicamos crowd sourcing para resolver problemas sociales y nació yo propongo
TEDX_M_004_SPA_0022,yo propongo es una plataforma de participación ciudadana que busca justamente esto agarrar la información de las personas mas cercanas al tema
TEDX_M_004_SPA_0023,y transformrla en proyectos viables que los afecten directamente y nos acerquen a una solución funciona de una forma muy sencilla
TEDX_M_004_SPA_0024,llegamos con la población y les decimos tu que propones que crees que se pueda hacer para mejorar la situación o para resolver esté problema
TEDX_M_004_SPA_0025,nosotros agarramos toda esta información que nos hace llegar por medios super fáciles de usar como twitter facebook urnas o ese eme eses no queremos que sea nada complicado
TEDX_M_004_SPA_0026,ya que tenemos toda esta información la analisamos tratando de crear un panorama mucho mas integral ya que tenemos este panorama podemos identificar
TEDX_M_004_SPA_0027,focos rojos o lo que la gente considera como causas o posibles mejoras entonces agarramos toda esa información y nos vamos y nos sentamos con las personas qu están trabajando en resolverlo
TEDX_M_004_SPA_0028,de distintos niveles de gobierno organizaciones de la sociedad civil instituciones internacionales a todos ellos les puede servir esta información
TEDX_M_004_SPA_0029,ya ya que la nos sentamos con ellos pues vemos no y decimos como bueno pues fijate que puedes mejorar este programa de tal forma o sacar uno nuevo
TEDX_M_004_SPA_0030,y entonces llegamos al final a que las ideas de las personas que propusieron las personas afectadas por los problemas
TEDX_M_004_SPA_0031,se convierten en programas que los afecten directamente que estan ayudando a sacar una solución y les voy a dar un ejemplo
TEDX_M_004_SPA_0032,el primer tema que tratamos nosotros fue los accidentes ví­ales relacionados con el alcohol en la ciudad de méxico
TEDX_M_004_SPA_0033,hay muchas organizaciones tratando este tema se invierten muchí­simos millones de pesos al año
TEDX_M_004_SPA_0034,sin embargo rara vez se toman en cuenta los jovenes nosotros evimos en cien universidades y recopilamos miles de ideas a cerca de como hacer
TEDX_M_004_SPA_0035,una idea fernando mando un tuit y dijo oye pues por qué no que los alcoholí­metros en lugar de cerrar a las cuatro una hora antes de que cierren los antros
TEDX_M_004_SPA_0036,cierren despues así­ no me quedo en el antro echandome unas chelas más hasta que se acabe el alcoholí­metro y ahí­ nosotros agarramos la información de de fernando
TEDX_M_004_SPA_0037,agarramos la información de todas las personas que nos mandaron propuestas de referentes al programa conduce sin alcohol nos sentamos con los directores del programa conduce sin alcohol y les dijimos
TEDX_M_004_SPA_0038,qué les parece pus va y ahorita hay alcoholimetros aleatorios e que cierran hasta las seis de la mañana por ejemplo a la fecha en poco mas de un año
TEDX_M_004_SPA_0039,e hemos estado en dos ciudades hemos tratado dos temas distintos en ciudad juarez y en la ciudad de méxico
TEDX_M_004_SPA_0040,y hemos logrado la participación de mas de diez mil personas y lo que nos hemos dado cuenta es que la información es verdaderamente importante
TEDX_M_004_SPA_0041,y que todo esto toda esta participación se puede llevar a soluciones directas que afecten la vida diaria de las personas
TEDX_M_004_SPA_0042,pero más importante creemos que nos encontramos frente a una plataforma que nos va a permitir una transformación que va mas allá de ideas en soluciones
TEDX_M_004_SPA_0043,si una transformación de cada uno de nosotros donde dejemos de vernos como victimas de los problemas y de quejarnos con todo y nos convirtamos en parte de la solución
TEDX_M_005_SPA_0001,e bueno este es el eslogan que tení­amos en la ibm lo posible lo hacemos de inmediato y lo imposible nos tardamos un poquito mas
TEDX_M_005_SPA_0002,y esto es porque van a ver el el estos son los ingresos
TEDX_M_005_SPA_0003,que tuvimos a partir de mil novecientos noventa hasta el dosmil doce
TEDX_M_005_SPA_0004,como pueden ver es una linea ascendente totalmente en donde comenzamos con trescienos millones de dolares
TEDX_M_005_SPA_0005,de exportación o de output y terminamos con tres mil quinientos millones de dolares
TEDX_M_005_SPA_0006,tresmil quinientos millones de dolares se dice fácil pero para imaginarnos son cerca de cincuenta mil millones de dolar de pesos
TEDX_M_005_SPA_0007,al año que estabamos exportando obviamente este crecimiento en output y en en en en productos en exportaciones
TEDX_M_005_SPA_0008,también iba relacionado con la gente en mil novecientos noventa comenzamos con seiscientas personas
TEDX_M_005_SPA_0009,y en el año dosmil dos teniamos ya once mil per cerca de once mil personas ya trabajando en la planta en la planta de ibm
TEDX_M_005_SPA_0010,y como pueden ver pues llegamos a ser la planta mas grande de la ibm a nivel mundial y estabamos aqui en guadalajara
TEDX_M_005_SPA_0011,y yo le voy a platicar a ustedes como le hicimos brevemente
TEDX_M_005_SPA_0012,en que basamos que transformaciones hicimos para lograr ese crecimiento tan tan pues espectacular
TEDX_M_005_SPA_0013,todo comienza en mil novecientos noventa cuando a mi me nombran director de manofactura
TEDX_M_005_SPA_0014,ahí­ comienza la historia que les voy a comenzar a platicar yo venia de estar en en estados unidos asignado por un año por la corporación
TEDX_M_005_SPA_0015,y llego y me dicen pus eres nuevo director de manofactura el primer director de manofactura de la ibm mexicano habí­a habido brasileños americanos
TEDX_M_005_SPA_0016,a hasta je generalmente eran americanos hasta colombianos habí­a
TEDX_M_005_SPA_0017,como yo venia de la corporación yo me daba cuenta sabia que habia en la corporación un exceso de capacidad en manofactura
TEDX_M_005_SPA_0018,también sabia que la planta de guadalajara en ese entonces era la mas pequeña del mundo de las plantas de de ibm
TEDX_M_005_SPA_0019,y para acabarla de fregar habí­a un programa de de del gobierno de méxico
TEDX_M_005_SPA_0020,que es el plan de fomento que terminaba ese plan de fomento a fines del año noventa y uno ese plan de fomento en qué consistí­a
